sample,standard_deviation,growth_rate_max,local_threshold,harvest_max,harvest_z,density,niche_breadth,niche_cuts,dispersal_proportion,dispersal_max_distance,human_density_sample,weight
9186,0.113060744,2.302,2,0.144,1.485,9134.757947,80,180,0.209301915,475.391626,0.141409427,0.006859867
9215,0.003721852,1.612,23,0.234,1.44,5416.009754,80,121,0.229018926,267.8247367,0.275151677,0.024961285
9485,0.067276679,5.484,162,0.059,1.944,2346.364204,80,31,0.052736145,428.8958266,0.198479899,0.020298447
9585,0.077049848,1.966,4,0.036,1.312,2556.798865,80,178,0.145850635,427.7897809,0.564837656,0.3426272
9606,0.068485123,1.846,6,0.227,1.1,1890.025085,80,94,0.150885922,370.3029505,0.684512301,0.032864724
9714,0.096611728,2.279,1,0.326,1.581,5967.171876,80,170,0.249157133,499.7980456,0.559237282,0.822648126
9843,0.10815214,2.386,3,0.262,1.887,5903.170651,80,150,0.161968265,222.6125881,0.236549103,0.197160422
9992,0.044961585,1.641,1,0.05,1.003,7522.070718,80,166,0.217090405,246.007915,0.912194146,0.025667726
10075,0.107893498,1.47,2,0.083,1.407,5662.902911,80,194,0.120490522,427.826489,0.941462764,0.114101982
10098,0.037507117,4.433,226,0.009,1.334,2357.449106,80,54,0.179115701,322.9860373,0.949863324,0.006891719
10207,0.030595905,5.307,178,0.228,1.567,2107.469719,80,45,0.206577008,476.1856442,0.039135942,0.012349255
10215,0.119145561,6.474,5,0.154,1.47,2988.864732,80,23,0.149352291,487.4541491,0.322021468,0.030746664
10310,0.169897212,1.438,1,0.075,1.439,3917.554649,80,115,0.227717628,445.6969692,0.731648777,0.701757965
10328,0.064068883,6.725,11,0.153,1.988,3289.408412,80,120,0.18696951,197.6793866,0.28855257,0.015886155
10441,0.023629359,1.754,1,0.036,1.079,2195.839853,80,30,0.096583082,435.131929,0.49789986,0.236896847
10516,0.015291513,4.95,51,0.161,1.992,833.6868774,80,94,0.160458848,342.860673,0.146476432,0.02449933
10639,0.162414431,1.634,23,0.119,1.587,2155.59708,80,60,0.185430764,474.4300409,0.496033069,0.033892241
10793,0.008606102,3.811,7,0.326,1.471,3318.374459,80,19,0.236700045,204.0281889,0.636775785,0.14561958
10842,0.07090705,6.825,170,0.022,1.501,2125.784563,80,12,0.196366617,447.9199165,0.845989733,0.012800675
10866,0.124978787,1.739,3,0.052,1.33,1666.543432,80,19,0.229236,270.7101883,0.596373092,0.425147331
10867,0.035265719,5.441,1,0.322,1.883,2131.64423,80,133,0.07756961,381.6523318,0.93219548,0.791690902
11003,0.049876154,2.464,50,0.077,1.482,1400.706298,80,39,0.068884871,188.8258502,0.499966664,0.003395694
11102,0.026595233,5.333,4,0.335,1.592,8221.87428,80,193,0.132829208,209.0795698,0.133075538,0.053424688
11126,0.129260505,4.469,47,0.012,1.778,1383.10481,80,17,0.106760291,356.7045476,0.868324555,0.051392981
11171,0.029133603,2.049,16,0.284,1.906,782.1934039,80,33,0.115822855,431.9298474,0.503033536,0.037035796
11200,0.044749745,2.824,31,0.34,1.939,8544.169931,80,131,0.219377008,434.4856001,0.774251617,0.095658963
11201,0.15733111,4.158,3,0.098,1.183,3665.094626,80,117,0.064473028,231.384244,0.987799187,0.106217094
11214,0.008099518,5.069,71,0.171,1.961,1418.229122,80,61,0.228539775,100.1840385,0.046269751,0.143135538
11240,0.079733986,5.354,43,0.046,1.79,1023.31663,80,63,0.141075072,301.3396674,0.56630442,0.133386936
11330,0.151083986,2.54,15,0.205,1.364,2553.213466,80,120,0.242238663,253.585982,0.316021068,0.185670272
11397,0.09012823,5.398,8,0.32,1.1,6850.045173,80,137,0.229681489,330.7519277,0.993532902,0.06010444
11495,0.014047108,5.511,2,0.296,1.654,1910.36601,80,62,0.236099806,217.1292787,0.204746983,0.493863047
11632,0.070724489,4.925,14,0.219,1.916,1270.562697,80,104,0.221962105,492.7088253,0.126808454,0.13150535
11834,0.148492227,2.83,84,0.223,1.968,1702.664954,80,3,0.129956561,145.47154,0.33475565,0.008983566
11892,0.115338487,2.044,24,0.01,1.51,1202.795555,80,77,0.130931205,417.7835215,0.936462431,0.078875365
11972,0.02499053,5.264,24,0.032,1.356,1767.262279,80,59,0.092862465,108.7680966,0.824921661,0.018531682
12059,0.108838635,2.95,33,0.017,1.735,983.8119908,80,72,0.075471368,189.1030641,0.035469031,0.078803324
12093,0.098472099,2.243,4,0.293,1.686,4921.614308,80,63,0.129094413,227.7152609,0.590839389,0.033621545
12112,0.020472199,6.661,91,0.107,1.922,1305.766709,80,65,0.149683967,354.9065068,0.415827722,0.125510883
12216,0.054609016,2.488,63,0.232,1.746,1396.627547,80,63,0.131674209,284.7918541,0.032535502,0.029859596
12285,0.005536317,3.262,2,0.069,1.798,2016.456067,80,67,0.220708183,388.9301374,0.128608574,0.228811517
12294,0.020791793,4.657,8,0.077,1.751,1739.758072,80,108,0.162896805,261.1521136,0.094672978,0.295169148
12339,0.028471913,3.131,1,0.179,1.55,846.4726488,80,65,0.130402902,191.5171193,0.227615174,0.887267697
12377,0.131782614,3.458,39,0.332,1.524,1740.858695,80,31,0.133245757,474.0714175,0.152476832,0.002209633
12484,0.063583757,5.099,124,0.037,1.891,978.9262008,80,74,0.116503416,240.2860294,0.335022335,0.012441846
12496,0.160070666,3.053,1,0.268,1.319,5897.784782,80,127,0.103051494,290.029819,0.619707981,0.646516663
12502,0.114255966,1.437,6,0.238,1.596,1866.3606,80,105,0.192289098,242.5180512,0.96939796,0.015752668
12590,0.1181609,5.595,10,0.195,1.874,9091.370891,80,162,0.227390162,214.197641,0.851056737,0.00185222
12639,0.035926004,5.267,2,0.192,1.262,5365.618603,80,152,0.218017924,484.8427283,0.653710247,0.876294145
12671,0.167213345,3.205,25,0.027,1.024,1672.491081,80,89,0.232388061,498.6734479,0.660910727,0.037981409
12676,0.17083803,1.528,7,0.062,1.968,6148.887216,80,153,0.207554209,427.029778,0.584238949,0.117841513
12743,0.094037359,6.023,6,0.053,1.789,3218.262076,80,153,0.188803344,425.9814594,0.875325022,0.336939454
12789,0.147122424,2.693,10,0.071,1.627,2746.591773,80,129,0.126265518,451.4981862,0.699313288,0.02067964
12836,0.156653986,3.749,20,0.227,1.8,2581.20872,80,74,0.21565429,441.0497845,0.905393693,0.024246068
12874,0.021701439,1.409,3,0.344,1.674,2118.223775,80,87,0.116164792,427.501016,0.90279352,0.091034338
12926,0.0059153,4.847,163,0.137,1.919,2032.511192,80,66,0.066239036,415.3293111,0.107607174,0.047847494
13084,0.031802068,3.125,2,0.248,1.666,3333.965347,80,135,0.213174581,118.7090517,0.622108141,0.011744232
13090,0.045372724,3.202,8,0.244,1.802,5084.560748,80,164,0.094565878,144.3737506,0.26395093,0.132065097
13093,0.036077418,1.528,7,0.193,1.997,2434.777362,80,43,0.194547372,445.4104691,0.904460297,0.37630351
13143,0.009250112,2.37,19,0.136,1.616,1276.748853,80,97,0.086947688,412.0776768,0.6035069,0.114682772
13149,0.074641935,6.202,64,0.078,1.748,1862.128319,80,70,0.11506458,406.0765618,0.261084072,0.022942587
13163,0.020510021,3.157,0,0.005,1.694,2181.332706,80,49,0.164756522,449.599495,0.337622508,0.128641976
13269,0.126118293,6.709,9,0.343,1.436,2106.487422,80,70,0.231412305,112.0298739,0.976865124,0.044842955
13349,0.051073652,2.408,25,0.041,1.202,4411.779312,80,122,0.242374775,433.879641,0.844389626,0.144525418
13393,0.134824632,2.366,3,0.219,1.32,2105.25078,80,147,0.171054326,473.2441709,0.644509634,0.074097869
13395,0.133664803,1.96,9,0.324,1.792,1507.041947,80,94,0.19022834,241.7160368,0.288352557,0.664591685
13434,0.111233894,3.86,141,0.081,1.661,1624.982723,80,50,0.212732835,240.8824224,0.163344223,0.028650452
13467,0.010896881,1.728,5,0.107,1.372,4076.271744,80,54,0.15061538,169.2997834,0.349356624,0.025049196
13482,0.051271498,3.67,173,0.003,1.366,1775.212358,80,32,0.201182482,292.6835942,0.719047937,0.02241715
13575,0.019533469,3.563,56,0.156,1.549,2112.028222,80,9,0.056298035,328.2903844,0.740716048,0.007791619
13579,0.102320368,4.354,10,0.302,1.826,1909.074835,80,79,0.203800328,152.3044893,0.634775652,0.493573915
13587,0.014423626,4.57,1,0.077,1.901,1925.010304,80,182,0.072106489,211.3878594,0.269817988,0.514075879
13593,0.094482361,6.685,7,0.066,1.447,5409.90772,80,147,0.105022273,164.1190306,0.844922995,0.122687042
13750,0.074798103,6.709,163,0.058,1.775,2198.280534,80,37,0.051297466,230.0416132,0.465364358,0.023682723
13757,0.108170742,1.685,1,0.135,1.239,4574.653064,80,135,0.156278823,411.923628,0.503366891,0.227267046
13772,0.010646765,6.056,6,0.209,1.726,2195.467787,80,23,0.227862593,233.2260287,0.681512101,0.289467719
13963,0.122921101,6.003,12,0.089,1.876,1592.794717,80,91,0.110447159,181.0928777,0.136609107,0.023010154
13987,0.049745337,1.857,3,0.208,1.472,8209.93883,80,196,0.103212824,204.7033922,0.040402694,0.132369433
14004,0.120597138,1.758,1,0.29,1.458,8284.073992,80,170,0.056142015,274.7402639,0.582838856,0.340169341
14025,0.155134615,1.566,2,0.093,1.336,5820.060715,80,173,0.197129085,376.1018826,0.082338823,0.498783628
14139,0.065453824,1.414,30,0.204,1.709,1953.645322,80,9,0.070574458,457.4411548,0.052670178,0.003091678
14175,0.111717991,6.221,1,0.194,1.071,9684.273732,80,179,0.116723771,392.5159699,0.718781252,0.120503932
14227,0.112679093,2.933,9,0.278,1.136,2913.908073,80,97,0.201854615,251.8302937,0.886725782,0.061703296
14317,0.043511463,5.611,3,0.345,1.565,6007.787469,80,140,0.183743034,361.7633136,0.557570505,0.675616655
14319,0.109587799,5.16,43,0.141,1.844,2100.950151,80,22,0.14325947,257.166319,0.580172011,0.015808403
14349,0.106677411,2.74,34,0.061,1.403,639.4515956,80,18,0.16518331,247.001247,0.015334356,0.027893323
14441,0.171615349,5.133,56,0.005,1.017,1614.951395,80,64,0.188788068,294.7907734,0.357157144,0.032734212
14648,0.051139455,2.963,83,0.028,1.482,1248.743427,80,89,0.066349485,293.1183287,0.412894193,0.015003875
14658,0.034451602,5.016,58,0.053,1.104,942.9106845,80,84,0.075865801,369.2757753,0.319887993,0.001298491
14717,0.042635506,3.084,13,0.046,1.837,1340.337516,80,111,0.182513377,270.899832,0.586839123,0.071709796
14729,0.031521132,6.763,10,0.237,1.238,3035.976282,80,80,0.18608972,362.1848494,0.655243683,0.067693919
14942,0.01826004,4.034,12,0.045,1.327,1835.636633,80,56,0.100402031,241.179363,0.059137276,0.026121222
14954,0.132479907,3.002,30,0.053,1.159,1688.246889,80,26,0.176264741,382.827122,0.144876325,0.01727747
14957,0.156365986,4.038,28,0.018,1.905,928.3178725,80,38,0.113418699,449.262877,0.121208081,0.067879451
14975,0.130358033,2.317,35,0.186,1.849,655.2256797,80,67,0.144987354,447.8126119,0.074871658,0.059234452
1,0.063867882,2.644,12,0.161,1.973,1266.392966,90,20,0.217231305,452.8313445,0.589305954,0.55099928
48,0.024586245,3.516,58,0.076,1.61,1105.339455,90,73,0.064059341,218.16693,0.83265551,0.038606812
118,0.15968917,2.672,19,0.239,1.519,3607.174488,90,22,0.229517449,417.2611526,0.602506834,0.059669794
164,0.076506671,1.661,8,0.344,1.667,3266.327305,90,66,0.080565267,383.7641135,0.710447363,0.110162089
179,0.054511689,4.832,44,0.127,1.778,1785.507307,90,10,0.093688941,266.4045279,0.887192479,0.100603398
202,0.157353091,5.488,19,0.059,1.305,1540.288733,90,93,0.073038864,110.6960517,0.765317688,0.044380166
239,0.063256648,2.791,26,0.164,1.956,2245.014926,90,72,0.072485165,334.354034,0.773184879,0.026945685
266,0.030860537,5.066,2,0.344,1.246,5850.325571,90,68,0.217400147,447.8632024,0.408093873,0.103200912
289,0.109978621,5.125,18,0.144,1.347,6951.565442,90,98,0.188323104,390.3707747,0.740449363,0.040395739
419,0.089317877,5.997,105,0.083,1.614,1063.635961,90,43,0.127460896,122.7331717,0.07140476,0.042706446
464,0.085551403,3.039,4,0.024,1.781,2735.637373,90,97,0.060183559,266.8863931,0.901526768,0.067791963
658,0.093482445,5.824,106,0.007,1.323,1304.532486,90,22,0.140075355,199.5776258,0.981665444,0.041330517
677,0.053378938,4.972,10,0.059,1.308,1477.863507,90,90,0.209836232,261.7775869,0.274551637,0.570976298
736,0.118999123,2.743,21,0.146,1.568,1297.852413,90,17,0.24589298,272.3775791,0.562970865,0.180645943
835,0.129790627,3.417,12,0.04,1.154,1018.127013,90,38,0.104470961,405.78539,0.822054804,0.161498173
878,0.086486946,3.638,3,0.198,1.191,759.6120523,90,50,0.138267969,457.6402896,0.213147543,0.294251841
985,0.1493394,6.079,60,0.06,1.315,1519.515484,90,2,0.105595698,263.4065558,0.476098407,0.052249159
1028,0.055178903,4.647,84,0.066,1.877,1300.263201,90,11,0.247173713,455.9217385,0.992266151,0.067058811
1031,0.083348963,5.041,13,0.109,1.066,3124.559706,90,82,0.226080945,497.0735555,0.53930262,0.121475657
1091,0.121457623,2.264,42,0.098,1.594,1897.048751,90,38,0.074377497,217.2350691,0.095006334,0.030302
1100,0.095621086,5.155,17,0.171,1.09,3205.816792,90,88,0.244092451,215.9490913,0.089872658,0.112929078
1150,0.149435447,4.364,13,0.332,1.447,2595.127747,90,27,0.1133413,214.3045651,0.142942863,0.097382959
1176,0.093387656,4.78,15,0.167,1.426,2688.094144,90,22,0.182462201,373.7520235,0.260684046,0.072958368
1183,0.157408556,2.309,69,0.027,1.731,1421.771993,90,4,0.189627785,161.0750722,0.71624775,0.069457314
1207,0.005081102,2.502,12,0.162,1.853,1935.52375,90,87,0.076900778,450.830948,0.227815188,0.007904566
1210,0.018859229,2.313,7,0.305,1.683,1273.555859,90,46,0.180029148,379.245624,0.985399027,0.116445308
1234,0.071780433,3.124,44,0.054,1.851,1139.471049,90,50,0.243985619,208.9607337,0.812520835,0.141167431
1261,0.009795858,4.423,113,0.167,1.619,1008.717552,90,65,0.093726591,296.2105084,0.069137943,0.022052596
1325,0.17189481,6.783,109,0.299,1.347,1508.153106,90,22,0.097949801,262.6042336,0.001866791,0.011868655
1354,0.027509221,6.365,18,0.309,1.378,7261.883056,90,96,0.119392036,249.9712282,0.777185146,0.010964964
1358,0.141043882,1.388,10,0.107,1.657,1940.977976,90,26,0.071292324,344.0422373,0.659177278,0.181792835
1373,0.033152098,3.603,86,0.022,1.764,1188.012604,90,10,0.090017754,289.9560218,0.938995933,0.094233611
1480,0.165425273,4.943,15,0.343,1.709,1403.297134,90,24,0.24418494,307.853069,0.663244216,0.199574597
1533,0.00503938,6.527,95,0.09,1.413,1687.789383,90,31,0.205955788,268.0037313,0.46069738,0.000978103
1607,0.073100454,1.366,10,0.153,1.819,2613.433375,90,69,0.192308178,292.9424349,0.462030802,0.624026416
1624,0.122052718,2.566,13,0.219,1.225,3375.169453,90,71,0.178138351,333.7523542,0.348156544,0.091017707
1658,0.091169204,6.403,14,0.207,1.519,1920.952427,90,79,0.094542245,164.9070072,0.301220081,0.034219241
1774,0.019035225,4.664,13,0.282,1.402,3766.132086,90,28,0.132415628,265.174665,0.429761984,0.035149932
1801,0.003880358,4.462,47,0.292,1.719,1693.044353,90,45,0.197410743,295.8168744,0.327221815,0.013105669
1964,0.066239585,4.197,10,0.127,1.24,865.2122491,90,75,0.227468851,193.1455831,0.320088006,0.393322931
1970,0.069097594,3.921,63,0.039,1.921,1148.08246,90,5,0.247409933,368.9673071,0.609773985,0.100043342
1981,0.061634132,1.595,45,0.022,1.419,735.1031095,90,41,0.185246018,347.1396539,0.44989666,0.071537301
1993,0.012125548,2.134,101,0.099,1.625,1282.643693,90,45,0.208030585,186.1001791,0.416494433,0.02509263
2004,0.000516912,4.538,49,0.056,1.185,1499.803793,90,38,0.088202886,150.2457405,0.810254017,0.019417639
2078,0.071998913,4.878,60,0.207,1.977,1838.946071,90,21,0.228040663,318.4017003,0.313220881,0.035048884
2111,0.001713123,3.401,10,0.259,1.887,1169.352705,90,94,0.247213211,101.8310946,0.423628242,0.435968163
2118,0.089176476,5.09,56,0.245,1.745,1701.985888,90,22,0.054822631,169.3405849,0.118741249,0.039738315
2141,0.074154832,3.555,71,0.132,1.76,678.6283774,90,58,0.248626108,292.7645883,0.094539636,0.006909905
2185,0.078546738,5.832,17,0.168,1.325,4105.897557,90,70,0.120182294,388.7382592,0.876325088,0.07556232
2229,0.141718202,4.729,55,0.098,1.37,1620.227089,90,14,0.143788953,169.5949084,0.738715914,0.004543394
2246,0.109766894,3.938,25,0.282,1.809,2137.853921,90,33,0.188515844,395.4632584,0.313354224,0.013439689
2285,0.172746182,5.846,40,0.051,1.751,1439.655793,90,63,0.239753997,435.6018157,0.480432029,0.008547829
2290,0.13434094,4.943,7,0.327,1.125,3914.723895,90,92,0.096201473,330.1022361,0.431562104,0.107776247
2323,0.149201086,6.689,3,0.063,1.865,2465.477902,90,27,0.16250905,330.3653637,0.894192946,0.054103413
2516,0.006278247,2.494,16,0.142,1.265,2133.602552,90,53,0.1919574,200.9489632,0.404626975,0.129403762
2549,0.013851452,5.847,17,0.08,1.461,2886.886869,90,51,0.150391265,112.3146406,0.82365491,0.02766951
2604,0.094657077,3.182,5,0.241,1.478,4046.487472,90,42,0.198457154,473.0123373,0.250350023,0.028653596
2606,0.011082308,3.005,5,0.052,1.328,2895.075769,90,63,0.062438621,174.3797475,0.353756917,0.061525529
2637,0.030200283,5.587,12,0.124,1.064,1989.614027,90,57,0.222107466,356.600409,0.666511101,0.121098702
2649,0.145552001,5.184,0,0.191,1.453,1332.801875,90,95,0.104309007,312.9885644,0.083538903,0.823792635
2704,0.04652027,4.902,5,0.292,1.605,3041.209153,90,58,0.241052165,479.2005531,0.355090339,0.275579013
2726,0.001774059,2.359,22,0.139,1.537,784.238997,90,55,0.141111592,284.1181984,0.175278352,0.188292104
2727,0.010597842,6.453,5,0.222,1.46,3284.739325,90,28,0.168676739,466.4645266,0.308553904,0.00865011
2842,0.171049342,2.868,3,0.34,1.74,3120.612471,90,88,0.075395558,146.268862,0.864657644,0.633445603
2852,0.051256501,5.707,4,0.205,1.91,1621.969517,90,55,0.211340459,195.9159506,0.712780852,0.686618636
3009,0.041175064,1.635,102,0.064,1.516,1345.978206,90,16,0.125988971,358.9909019,0.013467565,0.04755703
3071,0.114743984,3.914,1,0.183,1.296,1555.012936,90,44,0.223064444,136.4403718,0.644176278,0.457380388
3095,0.117616832,3.122,37,0.009,1.135,1459.968488,90,24,0.192628149,116.7346566,0.943396226,0.079178179
3176,0.024282086,5.539,10,0.079,1.629,1372.43955,90,22,0.232051622,112.7133007,0.914527635,0.50564449
3195,0.076100972,4.791,7,0.213,1.876,4120.181526,90,55,0.140236485,201.5715499,0.998333222,0.092951776
3207,0.153803603,4.511,3,0.053,1.824,1903.440173,90,53,0.116637241,366.3864433,0.75885059,0.339696259
3219,0.046136039,4.493,68,0.009,1.742,1311.219297,90,24,0.115902483,454.562669,0.214947663,0.062395534
3242,0.09113984,1.306,9,0.257,1.735,6862.392835,90,77,0.14874135,490.3297083,0.783785586,0.112371663
3263,0.151443034,5.776,12,0.313,1.188,7607.371044,90,97,0.174263727,339.2542675,0.65924395,0.022084266
3285,0.033831934,5.364,8,0.288,1.151,4948.371167,90,100,0.191330934,251.8701369,0.448429895,0.139312313
3340,0.04662728,2.802,43,0.328,1.926,942.4528731,90,92,0.057124193,447.835922,0.058137209,0.061647327
3352,0.076135276,2.185,36,0.166,1.706,1937.718696,90,82,0.100988423,157.0282525,0.371558104,0.051195583
3377,0.009207061,2.646,17,0.16,1.852,649.2239438,90,34,0.072828824,415.6533505,0.485832389,0.255625727
3405,0.076174199,3.686,15,0.185,1.207,1864.083067,90,40,0.083275636,448.4221871,0.027535169,0.037432406
3408,0.011411364,6.098,1,0.209,1.775,2533.567418,90,19,0.055077296,138.8035748,0.638042536,0.140554879
3591,0.111359296,2.867,7,0.133,1.247,840.8516186,90,93,0.230689041,365.9668817,0.946329755,0.099675515
3622,0.004303081,3.298,5,0.294,1.487,898.5269067,90,36,0.116144013,172.7939185,0.950663378,0.106241519
3729,0.049987405,1.679,25,0.246,1.813,4102.337442,90,64,0.170695769,140.2562068,0.346689779,0.009435298
3846,0.168940124,2.328,26,0.322,1.759,2990.510453,90,94,0.200290362,293.5164798,0.342622842,0.042982163
3867,0.140781088,1.601,21,0.313,1.792,2727.75352,90,91,0.05873599,111.8492828,0.285752383,0.027082082
3924,0.161744568,6.174,2,0.191,1.751,985.7116337,90,44,0.228365604,354.3330368,0.866324422,0.980694114
3930,0.003172281,4.132,4,0.146,1.785,2468.993068,90,100,0.204481139,405.6144209,0.280818721,0.339416338
3951,0.021081682,5.866,8,0.333,1.424,2572.528877,90,77,0.22578643,471.5096598,0.09960664,0.349349907
3959,0.019879184,3.328,9,0.08,1.208,1770.031705,90,28,0.105831078,241.5134322,0.598306554,0.280905733
4055,0.171194668,5.517,49,0.038,1.222,810.3557214,90,72,0.065550995,169.1892411,0.225815054,0.000429756
4151,0.11782898,4.121,7,0.121,1.937,919.3078857,90,47,0.187724169,180.8694728,0.673511567,0.829725256
4216,0.064708732,5.342,17,0.077,1.627,2850.249639,90,87,0.201545755,301.4698281,0.599173278,0.077521175
4226,0.004602038,3.44,1,0.181,1.69,2494.026054,90,48,0.125124847,262.5057461,0.119874658,0.140995931
4351,0.094514538,4.74,35,0.137,1.468,1004.342479,90,37,0.210189547,377.7674754,0.268684579,0.110305574
4402,0.014695245,2.785,18,0.11,1.631,637.6668704,90,92,0.21678477,289.4525438,0.624308287,0.074914572
4412,0.112571801,1.823,3,0.126,1.841,2284.824495,90,29,0.066254728,212.9587079,0.668044536,0.378887932
4452,0.037577533,4.577,171,0.123,1.842,1573.316074,90,23,0.167713874,174.4061267,0.381558771,0.014103437
4500,0.114834518,1.702,100,0.037,1.547,1547.00446,90,17,0.176354359,288.8069313,0.315421028,0.018839728
4550,0.125445944,4.888,4,0.25,1.163,5141.562038,90,71,0.187813445,162.9517214,0.700980065,0.023615233
4649,0.121583143,2.564,6,0.275,1.726,2484.146391,90,3,0.190687354,437.9783608,0.338222548,0.277347487
4659,0.137270744,2.375,44,0.027,1.182,2138.135931,90,4,0.059844703,469.3826608,0.753916928,0.029220716
4766,0.063177424,3.344,4,0.054,1.69,1774.200907,90,77,0.050974042,314.0441052,0.463897593,0.317361928
4786,0.063600914,3.117,9,0.122,1.672,657.9749048,90,12,0.169234257,403.3951266,0.84165611,0.229949496
4871,0.025735643,5.573,99,0.135,1.758,1399.414679,90,59,0.202652774,339.6164189,0.353490233,0.021680703
4963,0.029636716,6.615,118,0.161,1.633,1238.627449,90,14,0.100835669,422.6689076,0.131742116,0.063535241
4984,0.040196447,4.314,199,0.031,1.745,1705.696155,90,59,0.077758006,384.236519,0.781518768,0.025323928
5050,0.077830506,6.125,46,0.106,1.537,1965.362201,90,42,0.087391229,379.8467227,0.796519768,0.016999166
5128,0.130428448,6.348,6,0.186,1.998,2367.185309,90,72,0.242124259,135.3091351,0.977331822,0.373210786
5168,0.002295861,5.62,15,0.044,1.928,2651.819727,90,44,0.208162973,165.042182,0.996933129,0.045093447
5261,0.130983437,4.506,14,0.013,1.555,1357.951128,90,7,0.147011199,276.8110778,0.862990866,0.167325464
5330,0.00188739,3.169,12,0.088,1.31,4171.320001,90,75,0.146203839,184.7673396,0.895993066,0.325992051
5381,0.166601344,1.663,5,0.12,1.169,4895.808452,90,79,0.167970414,280.5376521,0.982398827,0.070250818
5392,0.102995963,2.929,18,0.202,1.753,2690.076124,90,10,0.094031566,203.1313154,0.765784386,0.030234187
5399,0.069891872,6.041,43,0.111,1.726,1615.546347,90,31,0.105685104,134.5470029,0.730782052,0.10548679
5420,0.11738213,4.282,86,0.05,1.328,956.9086605,90,18,0.206192814,352.2544117,0.708047203,0.002374082
5436,0.079220218,1.779,1,0.157,1.25,5183.701699,90,66,0.145138494,410.8044304,0.192879525,0.087391995
5450,0.099123959,3.671,5,0.246,1.167,1749.889705,90,64,0.249672031,374.9710371,0.062804187,0.470152253
5493,0.020181006,2.325,24,0.201,1.993,1858.463991,90,21,0.127363653,359.5963208,0.255083672,0.079662273
5569,0.028240363,2.025,3,0.194,1.434,8441.402056,90,93,0.111477419,255.1864284,0.766184412,0.146663049
5636,0.125548601,3.862,22,0.181,1.571,2534.626813,90,3,0.24755006,151.7692043,0.102673512,0.024626952
5668,0.089661383,6.131,166,0.054,1.38,1659.388615,90,21,0.083084762,460.3096332,0.107207147,0.039880455
5671,0.084171672,1.382,27,0.027,1.506,1395.001497,90,65,0.06152726,191.03,0.585705714,0.137435318
5707,0.168512131,6.045,29,0.105,1.715,1511.269101,90,49,0.095389789,471.6250259,0.104940329,0.042112666
5751,0.03338409,6.217,231,0.028,1.765,2189.987539,90,16,0.20938138,436.4030854,0.536769118,0.020588919
5811,0.149948587,3.83,47,0.024,1.483,924.4188866,90,47,0.186490048,432.0233258,0.639509301,0.122484385
5922,0.083537682,2.797,2,0.181,1.42,1205.471889,90,61,0.188602752,127.2524691,0.645176345,0.662653419
5965,0.089443255,4.908,20,0.176,1.566,1708.794409,90,11,0.093674063,291.8292754,0.247949863,0.09557295
6031,0.103689306,6.544,5,0.046,1.709,1691.455769,90,58,0.237561339,433.3982697,0.098673245,0.29483821
6034,0.139804797,6.688,25,0.122,1.532,1640.774781,90,60,0.146223184,234.2727002,0.197613174,0.019459162
6060,0.107852554,1.948,53,0.135,1.932,1922.281064,90,53,0.238739541,100.7764681,0.420161344,0.077732605
6151,0.059667906,4.809,9,0.183,1.67,1208.047829,90,87,0.139291081,414.5043736,0.034268951,0.165280778
6176,0.092400217,3.983,20,0.154,1.387,743.2644135,90,11,0.067998388,292.1561375,0.498433229,0.007230833
6260,0.073174197,6.104,26,0.31,1.662,3548.523864,90,80,0.231081812,154.1154758,0.338889259,0.101602767
6352,0.048829893,2.892,13,0.091,1.131,2449.863936,90,32,0.181128446,345.0288763,0.183945596,0.117167802
6395,0.127470281,4.722,100,0.088,1.549,1269.374794,90,8,0.238091739,499.0129348,0.150810054,0.02750605
6424,0.039783175,4.731,149,0.005,1.864,1174.191658,90,14,0.21997824,259.796516,0.368624575,0.028142103
6516,0.13059507,1.637,11,0.299,1.827,2098.550257,90,28,0.197014538,189.8434836,0.380625375,0.463476312
6526,0.036852048,3.718,12,0.197,1.048,3017.16973,90,32,0.155544048,488.9763691,0.80565371,0.022365161
6559,0.147723688,6.713,79,0.032,1.708,1172.05986,90,10,0.237892966,305.0452713,0.379891993,0.093050242
6639,0.092969478,2.931,14,0.225,1.863,2496.629456,90,86,0.231953475,324.2236589,0.329755317,0.33713678
6646,0.103054973,2,17,0.221,1.068,5311.951399,90,89,0.224324074,394.1527878,0.173144876,0.025599743
6771,0.120038518,2.111,2,0.279,1.66,1085.749517,90,16,0.098243621,473.5325737,0.5705047,0.819316071
6794,0.102708305,6.245,33,0.1,1.597,1451.509519,90,72,0.130188525,278.9683754,0.121408094,0.016859702
6795,0.104758293,6.741,11,0.081,1.83,1292.655908,90,72,0.15672021,413.6248371,0.336289086,0.182918125
6802,0.11366857,3.529,18,0.123,1.777,837.0323813,90,38,0.162400609,109.3051865,0.816387759,0.199487977
6821,0.073994689,2.979,11,0.205,1.454,4731.560631,90,90,0.165983778,319.0446101,0.714580972,0.363244356
6851,0.107955697,5.936,27,0.074,1.107,1789.215035,90,49,0.062943363,244.093148,0.594906327,0.00130087
6852,0.110584875,3.825,8,0.233,1.903,4113.43066,90,73,0.202256512,141.8680822,0.826921795,0.147005424
6952,0.149542966,2.163,6,0.177,1.582,4341.451897,90,64,0.131755785,156.0916275,0.334955664,0.083120199
6960,0.070971176,3.96,14,0.035,1.802,1450.242229,90,28,0.106521914,129.8927542,0.407360491,0.120105576
