Cut,inertia,OMI,Tol,Rtol,omi,tol,rtol,Niche
353,4.9222925,3.218307008,1.124674743,0.579310749,65.4,22.8,11.8,60
354,4.97303634,3.271308293,1.119711788,0.582016259,65.8,22.5,11.7,60
355,4.97303634,3.271308293,1.119711788,0.582016259,65.8,22.5,11.7,60
356,5.01131719,3.312991249,1.116946431,0.58137951,66.1,22.3,11.6,60
357,5.012076492,3.313659335,1.117116597,0.581300561,66.1,22.3,11.6,60
358,5.043961803,3.347254957,1.11470618,0.582000666,66.4,22.1,11.5,60
359,5.043961803,3.347254957,1.11470618,0.582000666,66.4,22.1,11.5,60
360,5.101071819,3.408992739,1.110262792,0.581816287,66.8,21.8,11.4,60
361,5.111297317,3.414874034,1.11232133,0.584101954,66.8,21.8,11.4,60
362,5.171024318,3.479699822,1.108372047,0.582952449,67.3,21.4,11.3,60
363,5.171024318,3.479699822,1.108372047,0.582952449,67.3,21.4,11.3,60
364,5.177696126,3.486033968,1.108960477,0.582701681,67.3,21.4,11.3,60
365,5.313003108,3.627021871,1.095546929,0.590434308,68.3,20.6,11.1,60
366,5.322730037,3.636523437,1.095845959,0.590360642,68.3,20.6,11.1,60
367,5.357908459,3.673080694,1.093529642,0.591298123,68.6,20.4,11,60
368,5.375727038,3.690099606,1.092413938,0.593213494,68.6,20.3,11,60
369,5.407506441,3.723192052,1.091113585,0.593200805,68.9,20.2,11,60
370,5.41603707,3.732169514,1.090682357,0.593185199,68.9,20.1,11,60
371,5.437544323,3.75521534,1.088996371,0.593332611,69.1,20,10.9,60
372,5.442010452,3.760606853,1.088705832,0.592697767,69.1,20,10.9,60
373,5.444664505,3.763765889,1.088916316,0.5919823,69.1,20,10.9,60
374,5.468560318,3.788833714,1.086626304,0.5931003,69.3,19.9,10.8,60
375,5.472627126,3.79332069,1.087351,0.591955436,69.3,19.9,10.8,60
376,5.492484052,3.814724035,1.085985355,0.591774661,69.5,19.8,10.8,60
377,5.498964945,3.823238069,1.086026195,0.589700681,69.5,19.7,10.7,60
378,5.53066106,3.860205336,1.083094723,0.587361,69.8,19.6,10.6,60
379,5.531924842,3.861421822,1.083091368,0.587411652,69.8,19.6,10.6,60
380,5.553093327,3.884973558,1.08202638,0.58609339,70,19.5,10.6,60
381,5.55954559,3.88876439,1.083260533,0.587520667,69.9,19.5,10.6,60
382,5.56507046,3.894330644,1.082826309,0.587913507,70,19.5,10.6,60
383,5.623447281,3.956503027,1.077439324,0.589504929,70.4,19.2,10.5,60
384,5.631089367,3.964607385,1.076249844,0.590232138,70.4,19.1,10.5,60
385,5.68108967,4.017860615,1.071872268,0.591356787,70.7,18.9,10.4,60
386,5.691457926,4.028677514,1.070578967,0.592201444,70.8,18.8,10.4,60
387,5.762792028,4.10392994,1.065172596,0.593689492,71.2,18.5,10.3,60
388,5.770836578,4.11251061,1.06386466,0.594461308,71.3,18.4,10.3,60
389,5.835058479,4.181193483,1.058739762,0.595125233,71.7,18.1,10.2,60
390,5.835058479,4.181193483,1.058739762,0.595125233,71.7,18.1,10.2,60
391,5.836475321,4.18255359,1.058713623,0.595208108,71.7,18.1,10.2,60
392,5.872307612,4.220459267,1.056590789,0.595257556,71.9,18,10.1,60
393,5.87662937,4.224614425,1.056499788,0.595515157,71.9,18,10.1,60
394,5.92658227,4.277440829,1.053215077,0.595926364,72.2,17.8,10.1,60
395,5.930691594,4.281354818,1.053276439,0.596060337,72.2,17.8,10.1,60
396,6.013467962,4.373719694,1.045127702,0.594620567,72.7,17.4,9.9,60
397,6.018054894,4.378186345,1.044967332,0.594901217,72.8,17.4,9.9,60
398,6.142728354,4.511213945,1.034791898,0.59672251,73.4,16.8,9.7,60
399,6.15200883,4.517520792,1.03601569,0.598472348,73.4,16.8,9.7,60
400,6.155238951,4.520702271,1.03586202,0.598674659,73.4,16.8,9.7,60
401,6.299806529,4.673389547,1.025529219,0.600887763,74.2,16.3,9.5,60
