Cut,inertia,OMI,Tol,Rtol,omi,tol,rtol,Niche
78,2.725047636,0.003021763,1.046189994,1.675835879,0.1,38.4,61.5,90
79,2.716714608,0.003203586,0.993457637,1.720053386,0.1,36.6,63.3,90
80,2.718507719,0.003120408,0.975692284,1.739695026,0.1,35.9,64,90
81,2.722020243,0.002934476,0.933947792,1.785137975,0.1,34.3,65.6,90
82,2.717569736,0.002996399,0.898294634,1.816278703,0.1,33.1,66.8,90
83,2.714539897,0.003114011,0.889401742,1.822024144,0.1,32.8,67.1,90
84,2.71543728,0.003125369,0.86976411,1.842547801,0.1,32,67.9,90
85,2.715586484,0.003176929,0.853260477,1.859149078,0.1,31.4,68.5,90
86,2.71584639,0.003170272,0.835862805,1.876813313,0.1,30.8,69.1,90
87,2.708349321,0.003492626,0.810450229,1.894406466,0.1,29.9,69.9,90
88,2.709681345,0.003323796,0.783778893,1.922578655,0.1,28.9,71,90
89,2.711963279,0.003178394,0.764846872,1.943938013,0.1,28.2,71.7,90
90,2.715051304,0.00313192,0.760998002,1.950921382,0.1,28,71.9,90
91,2.71798548,0.003183071,0.775799101,1.939003309,0.1,28.5,71.3,90
92,2.721895353,0.003311761,0.807639368,1.910944224,0.1,29.7,70.2,90
93,2.726493428,0.003587655,0.861067798,1.861837975,0.1,31.6,68.3,90
94,2.730574095,0.003927502,0.914924113,1.81172248,0.1,33.5,66.3,90
95,2.726354361,0.004714842,0.95444389,1.767195629,0.2,35,64.8,90
96,2.724391721,0.00547615,0.991081703,1.727833869,0.2,36.4,63.4,90
97,2.72663668,0.0065798,1.068951923,1.651104958,0.2,39.2,60.6,90
98,2.720673915,0.008012042,1.10171332,1.610948553,0.3,40.5,59.2,90
99,2.72005084,0.010312346,1.16110212,1.548636373,0.4,42.7,56.9,90
100,2.724860444,0.01341569,1.231226575,1.480218178,0.5,45.2,54.3,90
101,2.731592963,0.016134793,1.277063634,1.438394536,0.6,46.8,52.7,90
