Cut,inertia,OMI,Tol,Rtol,omi,tol,rtol,Niche 
350,3.302592809,2.068019743,0.635471844,0.599101222,62.6,19.2,18.1,50
351,3.365071173,2.12208817,0.639936921,0.603046083,63.1,19,17.9,50
352,3.397325216,2.151820021,0.642783285,0.60272191,63.3,18.9,17.7,50
353,3.428391128,2.178474644,0.645203643,0.604712841,63.5,18.8,17.6,50
354,3.50902842,2.248655921,0.652906772,0.607465728,64.1,18.6,17.3,50
355,3.537550912,2.27233813,0.658677314,0.606535469,64.2,18.6,17.1,50
356,3.589937437,2.321116888,0.663282026,0.605538523,64.7,18.5,16.9,50
357,3.601630631,2.331272867,0.665422345,0.604935419,64.7,18.5,16.8,50
358,3.674681913,2.390220843,0.678644049,0.605817021,65,18.5,16.5,50
359,3.738592789,2.435258758,0.701181723,0.602152308,65.1,18.8,16.1,50
360,3.830347697,2.515517034,0.714912375,0.599918288,65.7,18.7,15.7,50
361,3.885203401,2.555867841,0.732558202,0.596777358,65.8,18.9,15.4,50
362,4.005300322,2.658127163,0.754618771,0.592554389,66.4,18.8,14.8,50
363,4.079487288,2.711846745,0.778522059,0.589118484,66.5,19.1,14.4,50
364,4.140451636,2.757587971,0.797227131,0.585636534,66.6,19.3,14.1,50
365,4.311764454,2.914606802,0.805162229,0.591995422,67.6,18.7,13.7,50
366,4.365582895,2.95624088,0.819496015,0.589846001,67.7,18.8,13.5,50
367,4.44325075,3.022513124,0.832440208,0.588297417,68,18.7,13.2,50
368,4.492231514,3.063059944,0.842324409,0.586847161,68.2,18.8,13.1,50
369,4.561782037,3.121938386,0.853105385,0.586738266,68.4,18.7,12.9,50
370,4.590241928,3.147036614,0.857755046,0.585450268,68.6,18.7,12.8,50
371,4.677151808,3.216396726,0.875640034,0.585115048,68.8,18.7,12.5,50
372,4.72242893,3.253902289,0.885932878,0.582593762,68.9,18.8,12.3,50
373,4.767378084,3.290251732,0.897724859,0.579401493,69,18.8,12.2,50
374,4.873316264,3.374108367,0.919962117,0.579245779,69.2,18.9,11.9,50
375,4.919047365,3.411201441,0.93221828,0.575627644,69.3,19,11.7,50
376,5.003531808,3.480383729,0.949502273,0.573645805,69.6,19,11.5,50
377,5.038565987,3.512075069,0.956721765,0.569769153,69.7,19,11.3,50
378,5.089157364,3.563693774,0.959407317,0.566056274,70,18.9,11.1,50
379,5.109681441,3.581180301,0.963762196,0.564738944,70.1,18.9,11.1,50
380,5.151073525,3.621157161,0.967237333,0.562679032,70.3,18.8,10.9,50
381,5.154593569,3.624179744,0.967794692,0.562619133,70.3,18.8,10.9,50
382,5.164465713,3.633186861,0.968512112,0.56276674,70.3,18.8,10.9,50
383,5.225782028,3.695906599,0.964334265,0.565541164,70.7,18.5,10.8,50
384,5.238479947,3.707508786,0.964110836,0.566860325,70.8,18.4,10.8,50
385,5.291200193,3.761887065,0.961061848,0.56825128,71.1,18.2,10.7,50
386,5.30582126,3.776058022,0.960959407,0.568803832,71.2,18.1,10.7,50
387,5.378093859,3.851100977,0.957244567,0.569748316,71.6,17.8,10.6,50
388,5.388188705,3.861275554,0.956547936,0.570365215,71.7,17.8,10.6,50
389,5.454370354,3.930266715,0.952769732,0.571333907,72.1,17.5,10.5,50
390,5.459263413,3.934297266,0.953857145,0.571109001,72.1,17.5,10.5,50
391,5.465527312,3.939637111,0.954943212,0.57094699,72.1,17.5,10.4,50
392,5.516532497,3.987858388,0.957629446,0.571044663,72.3,17.4,10.4,50
393,5.525577347,3.99590123,0.95865839,0.571017727,72.3,17.3,10.3,50
394,5.590314618,4.058623756,0.960243347,0.571447515,72.6,17.2,10.2,50
395,5.594197144,4.06235105,0.96033262,0.571513474,72.6,17.2,10.2,50
396,5.685662126,4.15933891,0.956358305,0.569964911,73.2,16.8,10,50
397,5.690034014,4.163616679,0.956227781,0.570189554,73.2,16.8,10,50
398,5.822051789,4.299744576,0.950388744,0.571918468,73.9,16.3,9.8,50
399,5.825134261,4.302799975,0.950254547,0.57207974,73.9,16.3,9.8,50
400,5.828219829,4.305853919,0.950122384,0.572243525,73.9,16.3,9.8,50
401,5.9693833,4.455100246,0.941719208,0.572563847,74.6,15.8,9.6,50
402,5.972681427,4.458419624,0.941514843,0.57274696,74.6,15.8,9.6,50
403,6.112058962,4.607958637,0.931868724,0.572231602,75.4,15.2,9.4,50
404,6.115546505,4.611520534,0.931600874,0.572425096,75.4,15.2,9.4,50
405,6.239669255,4.742286438,0.923635493,0.573747324,76,14.8,9.2,50
406,6.247079128,4.749981053,0.922899615,0.57419846,76,14.8,9.2,50
407,6.302079801,4.802770364,0.92325608,0.576053357,76.2,14.7,9.1,50
408,6.313326534,4.81446984,0.92216693,0.576689763,76.3,14.6,9.1,50
409,6.334196238,4.836241596,0.920027665,0.577926977,76.4,14.5,9.1,50
410,6.510838829,4.975893078,0.948895649,0.586050102,76.4,14.6,9,50
411,6.540657691,5.007159737,0.945499875,0.587998079,76.6,14.5,9,50
412,6.679767414,5.119907896,0.966101779,0.593757739,76.6,14.5,8.9,50
413,6.702959406,5.144649902,0.96370636,0.594603144,76.8,14.4,8.9,50
414,6.728024969,5.171454032,0.962674994,0.593895944,76.9,14.3,8.8,50
415,6.753115877,5.1978617,0.95965218,0.595601997,77,14.2,8.8,50
416,6.790385567,5.236693318,0.956246789,0.59744546,77.1,14.1,8.8,50
417,6.813907144,5.261522427,0.953301651,0.599083065,77.2,14,8.8,50
418,6.835446578,5.2842698,0.950578374,0.600598405,77.3,13.9,8.8,50
419,6.900650789,5.350836295,0.946816154,0.60299834,77.5,13.7,8.7,50
420,6.929646148,5.381656727,0.942884923,0.605104498,77.7,13.6,8.7,50
421,7.028770235,5.489908303,0.930158659,0.608703273,78.1,13.2,8.7,50
422,7.051993812,5.514801109,0.926809661,0.610383043,78.2,13.1,8.7,50
423,7.166473087,5.637289509,0.913642242,0.615541335,78.7,12.7,8.6,50
424,7.17842121,5.6503241,0.911791542,0.616305569,78.7,12.7,8.6,50
425,7.243965005,5.718959821,0.905718342,0.619286842,78.9,12.5,8.5,50
426,7.259030807,5.735412163,0.903218913,0.620399731,79,12.4,8.5,50
427,7.273893598,5.751493055,0.900924413,0.62147613,79.1,12.4,8.5,50
428,7.489486815,5.980041782,0.877097718,0.632347315,79.8,11.7,8.4,50
429,7.513089252,6.005812372,0.873330286,0.633946593,79.9,11.6,8.4,50
430,7.544957707,6.040310056,0.869067414,0.635580238,80.1,11.5,8.4,50
431,7.565867324,6.063165861,0.865811784,0.63688968,80.1,11.4,8.4,50
432,7.595956588,6.095787284,0.862528539,0.637640765,80.3,11.4,8.4,50
433,7.611982202,6.113402921,0.859930439,0.638648842,80.3,11.3,8.4,50
434,7.648101223,6.152340577,0.857285709,0.638474938,80.4,11.2,8.3,50
435,7.668952159,6.175442765,0.853920501,0.639588893,80.5,11.1,8.3,50
436,7.705701789,6.210926914,0.852227551,0.642547323,80.6,11.1,8.3,50
437,7.725508189,6.232978149,0.848640873,0.643889166,80.7,11,8.3,50
438,7.742566099,6.251982858,0.84553364,0.645049602,80.7,10.9,8.3,50
439,7.782704459,6.294431829,0.84200821,0.646264419,80.9,10.8,8.3,50
440,7.80556943,6.319884551,0.837949441,0.647735438,81,10.7,8.3,50
441,7.866842816,6.382966353,0.832449977,0.651426486,81.1,10.6,8.3,50
442,7.899020427,6.418980667,0.826597325,0.653442435,81.3,10.5,8.3,50
443,7.941974216,6.465065338,0.821162217,0.65574666,81.4,10.3,8.3,50
444,7.966052558,6.492350042,0.81646542,0.657237096,81.5,10.2,8.3,50
445,8.021454116,6.549834881,0.810276884,0.661342352,81.7,10.1,8.2,50
446,8.043068578,6.57443185,0.80592207,0.662714658,81.7,10,8.2,50
447,8.074262302,6.610043514,0.799504709,0.664714079,81.9,9.9,8.2,50
448,8.15047012,6.695233118,0.78683155,0.668405452,82.1,9.7,8.2,50
449,8.173113682,6.721327344,0.781898626,0.669887711,82.2,9.6,8.2,50
450,8.284019531,6.841886037,0.76380219,0.678331303,82.6,9.2,8.2,50
451,8.310918878,6.872922536,0.757777383,0.680218959,82.7,9.1,8.2,50
452,8.435891251,7.014457098,0.733989004,0.68744515,83.2,8.7,8.1,50
453,8.470784371,7.055550752,0.725669366,0.689564252,83.3,8.6,8.1,50
454,8.637012523,7.247270554,0.691442805,0.698299164,83.9,8,8.1,50
455,8.705229785,7.326969978,0.677735756,0.700524051,84.2,7.8,8,50
456,8.742988941,7.372143268,0.667904295,0.702941378,84.3,7.6,8,50
457,8.805638425,7.443052715,0.657845128,0.704740582,84.5,7.5,8,50
458,8.824804154,7.465187644,0.653338342,0.706278169,84.6,7.4,8,50
459,8.971716275,7.637439016,0.619305981,0.714971278,85.1,6.9,8,50
460,9.008697187,7.68210762,0.60894668,0.717642887,85.3,6.8,8,50
461,9.148342422,7.834811204,0.584968106,0.728563113,85.6,6.4,8,50
462,9.165321206,7.855120856,0.580312548,0.729887802,85.7,6.3,8,50
463,9.305853532,8.016470405,0.550191602,0.739191525,86.1,5.9,7.9,50
464,9.331112027,8.046408755,0.543868591,0.74083468,86.2,5.8,7.9,50
465,9.343079648,8.081262637,0.537037834,0.724779177,86.5,5.7,7.8,50
466,9.54780028,8.349651362,0.485588866,0.712560052,87.5,5.1,7.5,50
467,9.535189874,8.366365611,0.481448562,0.687375702,87.7,5,7.2,50
468,9.559092677,8.425303217,0.472804334,0.660985127,88.1,4.9,6.9,50
469,9.541773369,8.436334385,0.469513985,0.635924999,88.4,4.9,6.7,50
470,9.54221299,8.512588111,0.454965411,0.574659469,89.2,4.8,6,50
471,9.613629394,8.620963713,0.4286361,0.564029582,89.7,4.5,5.9,50
472,9.683405492,8.706597613,0.412474316,0.564333563,89.9,4.3,5.8,50
473,9.703341387,8.732538911,0.406072613,0.564729863,90,4.2,5.8,50
474,9.706171502,8.734487166,0.40705204,0.564632296,90,4.2,5.8,50
475,9.749645914,8.780228318,0.403882714,0.565534882,90.1,4.1,5.8,50
476,9.751376368,8.78125649,0.404628959,0.565490919,90.1,4.1,5.8,50
477,9.810861108,8.851253473,0.392809045,0.566798591,90.2,4,5.8,50
478,9.892946497,8.958898202,0.366130199,0.567918096,90.6,3.7,5.7,50
479,9.968642919,9.048470101,0.350120522,0.570052296,90.8,3.5,5.7,50
480,9.968642919,9.048470101,0.350120522,0.570052296,90.8,3.5,5.7,50
481,10.00629046,9.083253212,0.348725457,0.574311789,90.8,3.5,5.7,50
482,10.01182752,9.088066435,0.349457856,0.574303225,90.8,3.5,5.7,50
483,10.01599447,9.091662142,0.350011339,0.574320985,90.8,3.5,5.7,50
484,10.03049983,9.106811364,0.349424802,0.574263664,90.8,3.5,5.7,50
485,10.03835146,9.114009145,0.350224037,0.574118274,90.8,3.5,5.7,50
486,10.04502418,9.121393019,0.350847973,0.572783188,90.8,3.5,5.7,50
487,10.05433634,9.131440728,0.351521519,0.571374096,90.8,3.5,5.7,50
488,10.06395531,9.1414522,0.351664403,0.570838705,90.8,3.5,5.7,50
489,10.06732971,9.143949053,0.352720881,0.570659779,90.8,3.5,5.7,50
490,10.08067702,9.158319229,0.35358014,0.568777648,90.9,3.5,5.6,50
491,10.0884257,9.164254788,0.355738251,0.568432658,90.8,3.5,5.6,50
492,10.09436845,9.168221169,0.357841948,0.568305333,90.8,3.5,5.6,50
493,10.14774834,9.223239468,0.359732402,0.564776473,90.9,3.5,5.6,50
494,10.16042315,9.23297786,0.36304118,0.564404106,90.9,3.6,5.6,50
495,10.23539531,9.312455137,0.363633925,0.559306247,91,3.6,5.5,50
496,10.25304865,9.327627793,0.367885709,0.557535153,91,3.6,5.4,50
497,10.35692348,9.43741128,0.365389488,0.554122715,91.1,3.5,5.4,50
498,10.36267044,9.443667998,0.365445641,0.553556798,91.1,3.5,5.3,50
499,10.43555777,9.521536818,0.364738314,0.549282635,91.2,3.5,5.3,50
500,10.41885325,9.511196028,0.362601943,0.545055278,91.3,3.5,5.2,50
501,10.41116303,9.505162498,0.360766194,0.545234342,91.3,3.5,5.2,50
502,1.707797234,0.003571786,0.20371138,1.500514069,0.2,11.9,87.9,50
503,1.852945245,0.027958576,1.619743718,0.205242951,1.5,87.4,11.1,50
504,2.320884683,0.005495641,0.994304873,1.32108417,0.2,42.8,56.9,50
505,1.121916084,0.308611696,0.805032566,0.008271822,27.5,71.8,0.7,50
506,17.50981694,15.84785163,1.661640534,0.000324776,90.5,9.5,0,50
507,7.725859381,7.511781733,0.213993896,8.38E-05,97.2,2.8,0,50
508,23.54609495,21.44594293,2.099845439,0.000306575,91.1,8.9,0,50
509,14.50750861,13.49060438,1.016668304,0.000235926,93,7,0,50
