Cut,inertia,OMI,Tol,Rtol,omi,tol,rtol,Niche
27,2.005809538,0.167313583,0.676294062,1.162201892,8.3,33.7,57.9,70
28,2.002317733,0.164033911,0.682831398,1.155452423,8.2,34.1,57.7,70
29,2.002517466,0.162657695,0.686401208,1.153458563,8.1,34.3,57.6,70
30,2.006648428,0.160983022,0.692061898,1.153603508,8,34.5,57.5,70
31,2.000870071,0.158914514,0.694556049,1.147399507,7.9,34.7,57.3,70
32,2.004710141,0.156496208,0.700280579,1.147933354,7.8,34.9,57.3,70
33,1.997988841,0.15372119,0.703041309,1.141226343,7.7,35.2,57.1,70
34,1.99862774,0.152559781,0.704611427,1.141456532,7.6,35.3,57.1,70
35,1.988307015,0.148917837,0.71030552,1.129083659,7.5,35.7,56.8,70
36,1.988677993,0.147680895,0.712796913,1.128200186,7.4,35.8,56.7,70
37,1.973451871,0.144137428,0.718704409,1.110610034,7.3,36.4,56.3,70
38,1.975246428,0.142898487,0.722021922,1.11032602,7.2,36.6,56.2,70
39,1.976965852,0.141586771,0.725563439,1.109815642,7.2,36.7,56.1,70
40,1.965837443,0.138454934,0.732419248,1.09496326,7,37.3,55.7,70
41,1.966888313,0.138036572,0.733656655,1.095195086,7,37.3,55.7,70
42,1.966276887,0.136720727,0.737881717,1.091674444,7,37.5,55.5,70
43,1.966773532,0.136440826,0.738751465,1.091581241,6.9,37.6,55.5,70
44,1.970096544,0.135310863,0.743170837,1.091614844,6.9,37.7,55.4,70
45,1.970480707,0.13509848,0.74395804,1.091424188,6.9,37.8,55.4,70
46,1.974809382,0.13380729,0.749391594,1.091610499,6.8,37.9,55.3,70
47,1.976006387,0.132949458,0.750928337,1.092128591,6.7,38,55.3,70
48,1.97988347,0.130703181,0.757415472,1.091764817,6.6,38.3,55.1,70
49,1.981017372,0.129746323,0.758753492,1.092517557,6.5,38.3,55.1,70
50,1.983209829,0.128858567,0.761820231,1.092531031,6.5,38.4,55.1,70
51,1.982428297,0.127520497,0.765293554,1.089614246,6.4,38.6,55,70
52,1.982970615,0.12588981,0.768149205,1.088931599,6.3,38.7,54.9,70
53,1.983375818,0.123873378,0.770979687,1.088522753,6.2,38.9,54.9,70
54,1.9831495,0.122546644,0.772652295,1.087950561,6.2,39,54.9,70
55,1.981373551,0.121564125,0.774482727,1.085326698,6.1,39.1,54.8,70
56,1.98156208,0.120754886,0.775468459,1.085338735,6.1,39.1,54.8,70
57,1.979275629,0.119523138,0.778295972,1.081456519,6,39.3,54.6,70
58,1.978115541,0.118108635,0.778986623,1.081020283,6,39.4,54.6,70
59,1.977078768,0.116437231,0.779601499,1.081040038,5.9,39.4,54.7,70
60,1.974902382,0.114534753,0.780588259,1.07977937,5.8,39.5,54.7,70
61,1.974287725,0.113144423,0.781794673,1.079348629,5.7,39.6,54.7,70
62,1.974845143,0.111638922,0.782799728,1.080406492,5.7,39.6,54.7,70
63,1.975404096,0.110088681,0.784573635,1.080741779,5.6,39.7,54.7,70
64,1.975973217,0.108970316,0.784632009,1.082370893,5.5,39.7,54.8,70
65,1.977284683,0.107831513,0.786076321,1.083376848,5.5,39.8,54.8,70
66,1.978385748,0.106787053,0.78695618,1.084642515,5.4,39.8,54.8,70
67,1.978763521,0.105601034,0.787924758,1.085237728,5.3,39.8,54.8,70
68,1.979494024,0.104622143,0.787936711,1.08693517,5.3,39.8,54.9,70
69,1.979514564,0.102773528,0.788392001,1.088349034,5.2,39.8,55,70
70,1.978491011,0.100570145,0.791015432,1.086905435,5.1,40,54.9,70
71,1.977226602,0.098401437,0.796300688,1.082524478,5,40.3,54.7,70
72,1.975120924,0.097262479,0.798395825,1.07946262,4.9,40.4,54.7,70
73,1.949617567,0.094706861,0.811782709,1.043127997,4.9,41.6,53.5,70
74,1.936158699,0.093202775,0.820364143,1.022591781,4.8,42.4,52.8,70
75,1.937936375,0.092155055,0.821934204,1.023847115,4.8,42.4,52.8,70
76,1.939547697,0.091178436,0.823341079,1.025028182,4.7,42.5,52.8,70
77,1.941428198,0.090383627,0.825258756,1.025785815,4.7,42.5,52.8,70
78,1.942347635,0.0895145,0.82531,1.027523136,4.6,42.5,52.9,70
79,1.931627706,0.088107346,0.831777233,1.011743126,4.6,43.1,52.4,70
80,1.932530667,0.087212547,0.831997037,1.013321083,4.5,43.1,52.4,70
81,1.933696967,0.085353397,0.830948839,1.017394732,4.4,43,52.6,70
82,1.926805163,0.084130316,0.834023186,1.008651661,4.4,43.3,52.3,70
83,1.92394701,0.08380811,0.837884951,1.002253949,4.4,43.6,52.1,70
84,1.925746653,0.082435561,0.840813177,1.002497915,4.3,43.7,52.1,70
85,1.925137324,0.081562767,0.842259761,1.001314796,4.2,43.8,52,70
86,1.928165606,0.079899786,0.84734521,1.00092061,4.1,43.9,51.9,70
87,1.918017777,0.078685587,0.854081046,0.985251144,4.1,44.5,51.4,70
88,1.921875707,0.075513079,0.857064214,0.989298414,3.9,44.6,51.5,70
89,1.921698009,0.073108055,0.852924966,0.995664988,3.8,44.4,51.8,70
90,1.924644824,0.069635637,0.851970089,1.003039098,3.6,44.3,52.1,70
91,1.929966127,0.066298848,0.854552419,1.009114861,3.4,44.3,52.3,70
92,1.930088544,0.063652426,0.849106752,1.017329366,3.3,44,52.7,70
93,1.930749653,0.06073811,0.843905169,1.026106374,3.1,43.7,53.1,70
94,1.932463275,0.05787584,0.839206194,1.035381241,3,43.4,53.6,70
95,1.924905117,0.054641766,0.843834394,1.026428956,2.8,43.8,53.3,70
96,1.91780003,0.052247971,0.844865835,1.020686224,2.7,44.1,53.2,70
97,1.917723909,0.047888684,0.842353063,1.027482162,2.5,43.9,53.6,70
98,1.910095555,0.043311876,0.851813405,1.014970274,2.3,44.6,53.1,70
99,1.904509424,0.037339748,0.853617711,1.013551965,2,44.8,53.2,70
100,1.910906096,0.030194554,0.857410742,1.023300799,1.6,44.9,53.6,70
101,1.908132067,0.026636536,0.839303895,1.042191636,1.4,44,54.6,70
102,1.910917041,0.022753918,0.829177022,1.058986101,1.2,43.4,55.4,70
103,1.908997724,0.019666137,0.802239296,1.087092292,1,42,56.9,70
104,1.909823203,0.017683046,0.779316793,1.112823364,0.9,40.8,58.3,70
105,1.908650511,0.014828633,0.74287871,1.150943168,0.8,38.9,60.3,70
106,1.91372407,0.012639501,0.705150239,1.19593433,0.7,36.8,62.5,70
107,1.9059236,0.009958704,0.637804912,1.258159984,0.5,33.5,66,70
108,1.901512267,0.008673619,0.578104648,1.314734,0.5,30.4,69.1,70
109,1.901791136,0.007588236,0.515909346,1.378293555,0.4,27.1,72.5,70
110,1.903765938,0.007282813,0.467136821,1.429346304,0.4,24.5,75.1,70
111,1.913826663,0.006695746,0.426677444,1.480453474,0.3,22.3,77.4,70
112,1.920641089,0.007039822,0.430119958,1.483481309,0.4,22.4,77.2,70
113,1.92681776,0.007115234,0.44030463,1.479397895,0.4,22.9,76.8,70
114,1.926421648,0.007300246,0.457265984,1.461855417,0.4,23.7,75.9,70
115,1.930451524,0.007552718,0.477712597,1.445186209,0.4,24.7,74.9,70
116,1.931497054,0.008170057,0.510859265,1.412467731,0.4,26.4,73.1,70
117,1.919721729,0.008473268,0.494700956,1.416547505,0.4,25.8,73.8,70
118,1.920984927,0.00946679,0.531787886,1.37973025,0.5,27.7,71.8,70
119,1.921928355,0.010963755,0.578769361,1.332195239,0.6,30.1,69.3,70
120,1.930793377,0.012434066,0.624382681,1.29397663,0.6,32.3,67,70
121,1.931176356,0.01471618,0.659301685,1.257158491,0.8,34.1,65.1,70
122,1.94846741,0.018330422,0.694943454,1.235193533,0.9,35.7,63.4,70
123,1.954116421,0.02236737,0.718996253,1.212752798,1.1,36.8,62.1,70
124,1.952672155,0.024837661,0.728481855,1.199352638,1.3,37.3,61.4,70
125,1.944208997,0.028176436,0.739950397,1.176082164,1.4,38.1,60.5,70
126,1.944503222,0.032270951,0.753085452,1.15914682,1.7,38.7,59.6,70
127,1.93994122,0.03721501,0.770386024,1.132340186,1.9,39.7,58.4,70
128,1.940912994,0.041680517,0.776267216,1.122965261,2.1,40,57.9,70
129,1.940979786,0.048021686,0.782784269,1.110173831,2.5,40.3,57.2,70
130,1.943564907,0.055039151,0.779027414,1.109498342,2.8,40.1,57.1,70
131,1.944595425,0.065275339,0.778210306,1.10110978,3.4,40,56.6,70
132,1.941539331,0.073048665,0.773292856,1.09519781,3.8,39.8,56.4,70
133,1.946428681,0.079372995,0.769683912,1.097371774,4.1,39.5,56.4,70
134,1.945288927,0.083849132,0.766880179,1.094559616,4.3,39.4,56.3,70
135,1.950512028,0.087523202,0.76474144,1.098247386,4.5,39.2,56.3,70
136,1.950023316,0.094102916,0.764230053,1.091690346,4.8,39.2,56,70
137,1.921111209,0.096702266,0.748883987,1.075524956,5,39,56,70
138,1.922365111,0.101706904,0.756120679,1.064537528,5.3,39.3,55.4,70
139,1.932701174,0.105863211,0.758407522,1.068430442,5.5,39.2,55.3,70
140,1.951658934,0.112072731,0.762108366,1.077477838,5.7,39,55.2,70
141,1.949165412,0.12000147,0.767259527,1.061904414,6.2,39.4,54.5,70
142,1.967167674,0.126185804,0.77021733,1.07076454,6.4,39.2,54.4,70
143,1.95365749,0.132678477,0.774782401,1.046196611,6.8,39.7,53.6,70
144,1.964988752,0.14006749,0.774786313,1.050134949,7.1,39.4,53.4,70
145,1.955221797,0.147535733,0.791823058,1.015863006,7.5,40.5,52,70
146,1.965139085,0.154590599,0.795812474,1.014736011,7.9,40.5,51.6,70
147,1.956090852,0.161250671,0.813488915,0.981351266,8.2,41.6,50.2,70
148,1.966573075,0.1663484,0.819236084,0.980988591,8.5,41.7,49.9,70
149,1.942837592,0.171680179,0.832484054,0.93867336,8.8,42.8,48.3,70
150,1.952538047,0.175524237,0.838760723,0.938253087,9,43,48.1,70
151,1.96315569,0.180507459,0.843579739,0.939068492,9.2,43,47.8,70
152,1.963316817,0.188153807,0.848398193,0.926764817,9.6,43.2,47.2,70
153,1.971746208,0.192933606,0.852150142,0.92666246,9.8,43.2,47,70
154,1.99139271,0.221163551,0.86083571,0.909393449,11.1,43.2,45.7,70
155,2.003565463,0.230007226,0.866690659,0.906867578,11.5,43.3,45.3,70
156,2.01927873,0.242445726,0.870595074,0.90623793,12,43.1,44.9,70
157,2.024919328,0.244482979,0.874385316,0.906051033,12.1,43.2,44.7,70
158,2.051392751,0.262584189,0.885593335,0.903215227,12.8,43.2,44,70
159,2.077229041,0.270968443,0.904169411,0.902091187,13,43.5,43.4,70
160,2.093257918,0.277036831,0.917734622,0.898486465,13.2,43.8,42.9,70
161,2.118119334,0.290339878,0.931235808,0.896543647,13.7,44,42.3,70
162,2.155528036,0.302377213,0.950284013,0.902866811,14,44.1,41.9,70
163,2.19463981,0.321781764,0.967094229,0.905763818,14.7,44.1,41.3,70
164,2.218834033,0.331201003,0.982133149,0.90549988,14.9,44.3,40.8,70
165,2.243439156,0.345673243,0.994206158,0.903559755,15.4,44.3,40.3,70
166,2.261641987,0.353311186,1.006393483,0.901937317,15.6,44.5,39.9,70
167,2.286577687,0.369363129,1.014629944,0.902584614,16.2,44.4,39.5,70
168,2.302753867,0.377221088,1.022368231,0.903164549,16.4,44.4,39.2,70
169,2.322440949,0.383856407,1.033092459,0.905492083,16.5,44.5,39,70
170,2.337162177,0.392264812,1.037729613,0.907167752,16.8,44.4,38.8,70
171,2.366758831,0.40160555,1.055611358,0.909541923,17,44.6,38.4,70
172,2.392997821,0.419651746,1.063537944,0.909808132,17.5,44.4,38,70
173,2.41393612,0.426754481,1.07511666,0.912064978,17.7,44.5,37.8,70
174,2.46006037,0.45113531,1.092369858,0.916555201,18.3,44.4,37.3,70
175,2.483270941,0.457808283,1.103839314,0.921623343,18.4,44.5,37.1,70
176,2.52653662,0.483575241,1.115573024,0.927388356,19.1,44.2,36.7,70
177,2.540484014,0.488371893,1.124458583,0.927653538,19.2,44.3,36.5,70
178,2.548510093,0.491913761,1.13099289,0.925603442,19.3,44.4,36.3,70
179,2.567126042,0.51166024,1.131594754,0.923871048,19.9,44.1,36,70
180,2.576674235,0.515708746,1.138326307,0.922639182,20,44.2,35.8,70
181,2.59295576,0.5384701,1.131162586,0.923323075,20.8,43.6,35.6,70
182,2.594298125,0.53934092,1.13251106,0.922446145,20.8,43.7,35.6,70
183,2.611501718,0.560616894,1.126767514,0.92411731,21.5,43.1,35.4,70
184,2.613092385,0.561833467,1.128198497,0.923060421,21.5,43.2,35.3,70
185,2.626406157,0.579388673,1.123455064,0.923562421,22.1,42.8,35.2,70
186,2.625541319,0.582107161,1.124058254,0.919375904,22.2,42.8,35,70
187,2.626260951,0.583889749,1.125025128,0.917346074,22.2,42.8,34.9,70
188,2.640473096,0.606205581,1.117314903,0.916952613,23,42.3,34.7,70
189,2.643414988,0.607174686,1.118879747,0.917360555,23,42.3,34.7,70
190,2.652573514,0.618723906,1.117020821,0.916828786,23.3,42.1,34.6,70
191,2.653490893,0.620625002,1.117927305,0.914938586,23.4,42.1,34.5,70
192,2.666677111,0.631356382,1.120607461,0.914713269,23.7,42,34.3,70
193,2.66851315,0.632543265,1.121949109,0.914020775,23.7,42,34.3,70
194,2.681125515,0.643330787,1.123611386,0.914183342,24,41.9,34.1,70
195,2.681125515,0.643330787,1.123611386,0.914183342,24,41.9,34.1,70
196,2.686113911,0.644897577,1.126638623,0.914577711,24,41.9,34,70
197,2.690710816,0.652383419,1.124080682,0.914246715,24.2,41.8,34,70
198,2.696220857,0.654029439,1.127041806,0.915149612,24.3,41.8,33.9,70
199,2.698927591,0.66037529,1.125322615,0.913229687,24.5,41.7,33.8,70
200,2.698159165,0.66598241,1.123284837,0.908891918,24.7,41.6,33.7,70
201,2.703942016,0.674106842,1.123229446,0.906605728,24.9,41.5,33.5,70
202,2.704483241,0.67417008,1.123131456,0.907181705,24.9,41.5,33.5,70
203,2.711868304,0.683425942,1.12498013,0.903462232,25.2,41.5,33.3,70
204,2.711922015,0.683668977,1.124844311,0.903408727,25.2,41.5,33.3,70
205,2.719533151,0.685827658,1.128644205,0.905061289,25.2,41.5,33.3,70
206,2.727427265,0.697880006,1.12476394,0.904783319,25.6,41.2,33.2,70
207,2.735139133,0.699785094,1.128855993,0.906498046,25.6,41.3,33.1,70
208,2.746727588,0.719301608,1.121268785,0.906157195,26.2,40.8,33,70
209,2.746727588,0.719301608,1.121268785,0.906157195,26.2,40.8,33,70
210,2.819051397,0.768633231,1.136786187,0.913631979,27.3,40.3,32.4,70
211,2.819051397,0.768633231,1.136786187,0.913631979,27.3,40.3,32.4,70
212,2.868405666,0.797222727,1.15375699,0.917425949,27.8,40.2,32,70
213,2.868735999,0.798385401,1.153047639,0.91730296,27.8,40.2,32,70
214,2.868464601,0.799891398,1.152298174,0.916275028,27.9,40.2,31.9,70
215,2.873541495,0.820088631,1.146348046,0.907104818,28.5,39.9,31.6,70
216,2.874032202,0.823287006,1.144883166,0.90586203,28.6,39.8,31.5,70
217,2.880901085,0.84684936,1.138608991,0.895442734,29.4,39.5,31.1,70
218,2.881634492,0.848190408,1.137832777,0.895611306,29.4,39.5,31.1,70
219,2.89307757,0.870806889,1.131229967,0.891040713,30.1,39.1,30.8,70
220,2.894415376,0.8711579,1.131091221,0.892166255,30.1,39.1,30.8,70
221,2.902625665,0.89084479,1.124516774,0.887264101,30.7,38.7,30.6,70
222,2.902393534,0.891837609,1.123847417,0.886708508,30.7,38.7,30.6,70
223,2.911127362,0.913269851,1.117303114,0.880554396,31.4,38.4,30.2,70
224,2.909628156,0.915148038,1.115794049,0.878686069,31.5,38.3,30.2,70
225,2.911444442,0.915828836,1.115384977,0.880230629,31.5,38.3,30.2,70
226,2.923713393,0.942141209,1.106075876,0.875496307,32.2,37.8,29.9,70
227,2.924430859,0.944286538,1.105137005,0.875007316,32.3,37.8,29.9,70
228,2.930898752,0.967207871,1.098627275,0.865063606,33,37.5,29.5,70
229,2.930704831,0.968483491,1.09892098,0.86330036,33,37.5,29.5,70
230,2.9429194,0.992493413,1.096568217,0.85385777,33.7,37.3,29,70
231,2.949653868,0.999457848,1.095571959,0.85462406,33.9,37.1,29,70
232,2.957702251,1.021194295,1.094571849,0.841936107,34.5,37,28.5,70
233,2.957516091,1.024328313,1.09395084,0.839236938,34.6,37,28.4,70
234,2.956472892,1.027759614,1.092808456,0.835904821,34.8,37,28.3,70
235,2.968019726,1.039101683,1.09465031,0.834267733,35,36.9,28.1,70
236,2.971130406,1.039603244,1.095536412,0.835990751,35,36.9,28.1,70
237,2.984190058,1.051877077,1.098527509,0.833785472,35.2,36.8,27.9,70
238,2.984404251,1.052578193,1.098150717,0.833675342,35.3,36.8,27.9,70
239,2.993548646,1.063091729,1.101199815,0.829257102,35.5,36.8,27.7,70
240,2.994134219,1.06373989,1.10075125,0.829643078,35.5,36.8,27.7,70
241,3.00195516,1.072787886,1.102395174,0.826772099,35.7,36.7,27.5,70
242,3.004570355,1.074170595,1.102059247,0.828340513,35.8,36.7,27.6,70
243,3.006368499,1.076601888,1.101125508,0.828641102,35.8,36.6,27.6,70
244,3.016584911,1.088231689,1.102827402,0.82552582,36.1,36.6,27.4,70
245,3.020513517,1.091077992,1.102580048,0.826855477,36.1,36.5,27.4,70
246,3.02575871,1.107144727,1.104336631,0.814277352,36.6,36.5,26.9,70
247,3.024946077,1.107827864,1.104002224,0.813115989,36.6,36.5,26.9,70
248,3.036758507,1.126005785,1.107088351,0.803664371,37.1,36.5,26.5,70
249,3.036834375,1.126813725,1.106614729,0.803405922,37.1,36.4,26.5,70
250,3.049634777,1.149074078,1.102829119,0.79773158,37.7,36.2,26.2,70
251,3.050189861,1.150596637,1.102089968,0.797503256,37.7,36.1,26.1,70
252,3.051439828,1.152954692,1.101103887,0.797381249,37.8,36.1,26.1,70
253,3.069612079,1.179317618,1.100492676,0.789801785,38.4,35.9,25.7,70
254,3.069936827,1.180093644,1.100146605,0.789696579,38.4,35.8,25.7,70
255,3.091319888,1.213495526,1.09658716,0.781237202,39.3,35.5,25.3,70
256,3.091567757,1.216214554,1.09493755,0.780415653,39.3,35.4,25.2,70
257,3.11960368,1.256538305,1.093166308,0.769899067,40.3,35,24.7,70
258,3.11942767,1.258902167,1.091630528,0.768894975,40.4,35,24.6,70
259,3.135727974,1.285449043,1.089448645,0.760830287,41,34.7,24.3,70
260,3.135744513,1.286974536,1.088459723,0.760310254,41,34.7,24.2,70
261,3.141278846,1.289873686,1.089677062,0.761728098,41.1,34.7,24.2,70
262,3.160368994,1.315319085,1.087666072,0.757383838,41.6,34.4,24,70
263,3.161554195,1.315136004,1.087809712,0.758608479,41.6,34.4,24,70
264,3.179621205,1.342208474,1.083863372,0.753549359,42.2,34.1,23.7,70
265,3.179131405,1.34274376,1.083460157,0.752927488,42.2,34.1,23.7,70
266,3.226844716,1.39938299,1.080745293,0.746716433,43.4,33.5,23.1,70
267,3.230561217,1.403895225,1.079306541,0.74735945,43.5,33.4,23.1,70
268,3.288623955,1.459088503,1.083129508,0.746405944,44.4,32.9,22.7,70
269,3.288950671,1.461901959,1.082636409,0.744412303,44.4,32.9,22.6,70
270,3.289371635,1.462297898,1.082584769,0.744488968,44.5,32.9,22.6,70
271,3.347959956,1.525859114,1.08261886,0.739481982,45.6,32.3,22.1,70
272,3.345970763,1.527124512,1.08169141,0.73715484,45.6,32.3,22,70
273,3.369043929,1.557249264,1.082895051,0.728899613,46.2,32.1,21.6,70
274,3.367885724,1.558743353,1.081987322,0.72715505,46.3,32.1,21.6,70
275,3.395559929,1.595020147,1.082282615,0.718257167,47,31.9,21.2,70
276,3.402322853,1.605195947,1.080973092,0.716153814,47.2,31.8,21,70
277,3.423743832,1.637545096,1.083143014,0.703055722,47.8,31.6,20.5,70
278,3.42406653,1.641425639,1.082716801,0.699924091,47.9,31.6,20.4,70
279,3.427160361,1.647179548,1.081734378,0.698246435,48.1,31.6,20.4,70
280,3.445983552,1.67552952,1.084246697,0.686207335,48.6,31.5,19.9,70
281,3.448383226,1.677526705,1.084648398,0.686208123,48.6,31.5,19.9,70
282,3.463598087,1.704503431,1.087722155,0.671372502,49.2,31.4,19.4,70
283,3.461677461,1.705201359,1.08724966,0.669226442,49.3,31.4,19.3,70
284,3.489129448,1.737249862,1.091431901,0.660447684,49.8,31.3,18.9,70
285,3.487664084,1.737739884,1.091300586,0.658623614,49.8,31.3,18.9,70
286,3.530094334,1.792614571,1.102980574,0.634499189,50.8,31.2,18,70
287,3.530122234,1.793050836,1.103213275,0.633858123,50.8,31.3,18,70
288,3.543538204,1.809390203,1.105741865,0.628406136,51.1,31.2,17.7,70
289,3.543324705,1.811437671,1.106350859,0.625536175,51.1,31.2,17.7,70
290,3.547117344,1.815473253,1.106549818,0.625094273,51.2,31.2,17.6,70
291,3.570525671,1.841328623,1.106109744,0.623087304,51.6,31,17.5,70
292,3.571778081,1.84270777,1.106812981,0.622257331,51.6,31,17.4,70
293,3.595486043,1.866794726,1.109676966,0.619014351,51.9,30.9,17.2,70
294,3.596540659,1.86836339,1.110719226,0.617458043,51.9,30.9,17.2,70
295,3.623153491,1.895795884,1.112980415,0.614377193,52.3,30.7,17,70
296,3.624508752,1.897220354,1.113700115,0.613588283,52.3,30.7,16.9,70
297,3.653953831,1.92671316,1.116731688,0.610508983,52.7,30.6,16.7,70
298,3.654159705,1.928480472,1.117311394,0.608367839,52.8,30.6,16.6,70
299,3.656733984,1.930327807,1.118505944,0.607900233,52.8,30.6,16.6,70
300,3.688193072,1.958885816,1.12077468,0.608532576,53.1,30.4,16.5,70
301,3.686449463,1.958961423,1.120671933,0.606816107,53.1,30.4,16.5,70
