x_rounded,y_rounded,Epoch,Database,Site
82.05000000000001,71.9,Pleistocene,RPDE,Yenisei Bay
82.80000000000001,51.6,Pleistocene,Lorenzen,Logovo Gieny Cave
83,51.300000000000004,Pleistocene,Lorenzen,Strashnaya cave
83.5,57.75,Pleistocene,RPDE,Mogochino
83.85000000000001,56,Pleistocene,Lorenzen,"Voronovo, Ob' R."
84.85000000000001,54.550000000000004,Pleistocene,Lorenzen,"Salair Highland, Zalesovo Distr., Kamenka R. (Novokamenka, Vydrikha R.)"
85.65,52.650000000000006,Pleistocene,Lorenzen,Biya River
86.7,52.85,Pleistocene,RPDE,"Ushlep 6, layer 8"
86.80000000000001,52,Pleistocene,Lorenzen,Isha
87,71.60000000000001,Pleistocene,Lorenzen,Agapa R
87.95,55.900000000000006,Pleistocene,Lorenzen,Shestakovo
88,55.650000000000006,Pleistocene,RPDE,Shestakovo
88,73,Pleistocene,Lorenzen,Pyasina River
90,55.050000000000004,Pleistocene,Lorenzen,Chulym River
90.95,54.150000000000006,Pleistocene,RPDE,Dvuglazka Cave
90.95,54.85,Pleistocene,RPDE,Yanova
91,55,Pleistocene,Lorenzen,Minusinsk Depression near Yanovo village (Novoselovo)
91.05000000000001,55.050000000000004,Pleistocene,Lorenzen,Tarachikha
91.35000000000001,54.550000000000004,Pleistocene,Lorenzen,"Eastern Sayan, Bellykskoe Belogorye, ""Chalay"" Mnt. ('Bellyk)"
91.65,55.2,Pleistocene,RPDE,Ust-Izhul
91.95,55.2,Pleistocene,Lorenzen,Middle Yenisei River
92,53.550000000000004,Pleistocene,Lorenzen,Middle Yenisei River
92.4,55.95,Pleistocene,Lorenzen,Listvenka
92.45,55.35,Pleistocene,RPDE,Konzhul
92.5,56.1,Pleistocene,RPDE,"Afontova Gora 2, layer 2"
92.75,56,Pleistocene,Lorenzen,West Beringia
93.10000000000001,74.05,Pleistocene,Lorenzen,"Baikura-Neru Bay, Lake Taimyr"
93.5,56.800000000000004,Pleistocene,RPDE,Druzhinikha
96.05000000000001,73.10000000000001,Pleistocene,Lorenzen,Logata River
96.75,79.45,Pleistocene,Lorenzen,Oktyabrskoi Revolutsii Island
96.9,79.5,Pleistocene,Lorenzen,Oktyabrskoi Revolutsii Island
97,73.3,Pleistocene,Lorenzen,Logata River
97,73.35000000000001,Pleistocene,Lorenzen,Logata River
97.9,73.3,Pleistocene,Lorenzen,Kubalakh River
98.75,73.10000000000001,Pleistocene,Lorenzen,Nemu-Dika-Tarida River
99.80000000000001,76,Pleistocene,Lorenzen,Lower Taimyr R
100.5,73.55,Pleistocene,Lorenzen,Bolshaya Balachnya River
100.5,74.55,Pleistocene,Lorenzen,Sabler Cape
100.55000000000001,74.55,Pleistocene,RPDE,"Taimyr L, Cape Sabler"
100.9,70.95,Pleistocene,Lorenzen,Maymecha River
101,74,Pleistocene & Holocene,Lorenzen,Taimyr
101.30000000000001,59,Pleistocene,Lorenzen,Middle Angara River
101.60000000000001,74.15,Pleistocene,Lorenzen,Baskura Peninsula
101.65,74.55,Pleistocene,Lorenzen,"Taimyr Lake, Cape Sabler"
101.80000000000001,75.65,Pleistocene,Lorenzen,Trautfetter River
101.95,73.85000000000001,Pleistocene,Lorenzen,Bederbo-Tarida River
102,74.05,Pleistocene,Lorenzen,Baskura Peninsula
102.15,73.05,Pleistocene,Lorenzen,Bederbo-Tarida River
102.65,53.75,Pleistocene,Lorenzen,Unga R.
103,72.15,Pleistocene,Lorenzen,Khatanga River
103.05000000000001,55.45,Pleistocene,RPDE,Ozernaya Balya
103.5,53,Pleistocene,RPDE,Malta
103.55000000000001,52.85,Pleistocene,Lorenzen,Mal'ta
103.60000000000001,51.900000000000006,Pleistocene,Lorenzen,Siberia Baikal area
104,72.10000000000001,Pleistocene,Lorenzen,Ulakhan-Yuriakh River
104,73.5,Pleistocene,Lorenzen,Bolshaya Balachnya River
104.25,77.75,Holocene,Lorenzen,Chelyuskin Cape
105,73.5,Pleistocene,Lorenzen,Bolshaya Balachnya River
105,75.3,Pleistocene,Lorenzen,Bolshaya Balachnya River
105.80000000000001,54,Pleistocene,Lorenzen,Lena Upper
105.80000000000001,73.55,Pleistocene,Lorenzen,Bolshaya Balachnya River
106,72.4,Pleistocene,Lorenzen,Popygai R
106.30000000000001,74.8,Pleistocene,Lorenzen,Bikada R
106.4,50.400000000000006,Pleistocene,Lorenzen,Kyakhta
106.45,50.35,Pleistocene,Lorenzen,Kyakhta
107.25,51.25,Pleistocene,Lorenzen,"Buryat-Mongol ASSR, Tarbagatay District, Zhirimka R. N of Barykino village"
107.4,50.400000000000006,Pleistocene,Lorenzen,Tamir
107.4,63.300000000000004,Pleistocene,Lorenzen,Nizhnyaya Tunguska R. 1 km downstream the  Lyuku R. mouth
107.60000000000001,51.85,Pleistocene,RPDE,Kamenka Buryatiya
108,51,Pleistocene,Lorenzen,Transbaikalia
108.15,51.85,Pleistocene,RPDE,"Kamenka 1, unit A"
108.30000000000001,51.2,Pleistocene,Lorenzen,"Buryat-Mongol ASSR, Tarbagatay District, Nikol'skaya R. (Nikolskaya)"
108.5,50.900000000000006,Pleistocene,RPDE,Kandabaevo
108.75,50.35,Pleistocene,Lorenzen,"Chikoy R.valley, Chikoy"
109.15,38.75,Pleistocene,Lorenzen,"Salawusu, Ordos, Nei Menggu"
109.5,51.5,Pleistocene,Lorenzen,Khilok river
109.85000000000001,52.2,Pleistocene,RPDE,Khotyk
110.10000000000001,54,Pleistocene,Lorenzen,Barguzin R.
110.25,73.35000000000001,Pleistocene,Lorenzen,Semieriskyai River
110.5,76.75,Holocene,Lorenzen,Pronchishchev Coast
110.85000000000001,72.15,Pleistocene,Lorenzen,Anabarka River
111,72.10000000000001,Pleistocene,Lorenzen,Anabarka River
111.85000000000001,57.2,Pleistocene,Lorenzen,Niryakyan River
111.95,53.650000000000006,Pleistocene,Lorenzen,Vitim R. near Dzhilinda mouth
112.25,57.25,Pleistocene,Lorenzen,Kaverga River
113.80000000000001,60,Pleistocene,Lorenzen,"East Siberia, south"
114,60.800000000000004,Pleistocene,Lorenzen,Nyuya R.
114,73.55,Pleistocene,Lorenzen,Anabar Gulf
116,52.1,Pleistocene,Lorenzen,Ostrovki
116,67.35000000000001,Pleistocene,Lorenzen,Tyung
116,73.60000000000001,Pleistocene,Lorenzen,Lygiy-Yuryue River
116.10000000000001,50.75,Pleistocene,Lorenzen,Mirnaya
116.15,73.65,Pleistocene,Lorenzen,Urasalakh River
116.80000000000001,59.400000000000006,Pleistocene,RPDE,"Khairegas, Yukutia"
117,63,Pleistocene,Lorenzen,"Amakin Exped., part. 126, Sokolinyy Site"
117,73.65,Pleistocene,Lorenzen,Yunkyur-Seene River
117.2,73.60000000000001,Pleistocene & Holocene,Lorenzen,Laptev Sea Coast
117.60000000000001,49.35,Pleistocene,Lorenzen,Zhalainuoer
118.5,73.55,Pleistocene,Lorenzen,Terpyi-Tumus Peninsula
119,71.4,Pleistocene,Lorenzen,Bur
119,73,Pleistocene,Lorenzen,Amydai River
119.2,50.1,Pleistocene,Lorenzen,"Argun' R., upstr  KUTI (KUZHI?) village"
125,70,Pleistocene,Lorenzen,Lower Lena River
126,70.2,Pleistocene,Lorenzen,"Lena R., left bank 0,5 km down Govorovo"
126.05000000000001,46.45,Pleistocene,Lorenzen,Hongqi site
127.30000000000001,71.05,Pleistocene,Lorenzen,Chekurovka
128.1,52.45,Pleistocene,Lorenzen,Uralovka
128.4,72.45,Pleistocene,Lorenzen,Sobo-Sise Island
128.70000000000002,53,Pleistocene,Lorenzen,Oktyabrsky
128.9,43.1,Pleistocene,Lorenzen,Mingyuegou
129.4,71.8,Pleistocene,Lorenzen,Anabaro-Olenek interfluve
129.70000000000002,62,Pleistocene,Lorenzen,Yakutsk
131,70.45,Pleistocene,Lorenzen,Laptev Sea Coast
131.8,44.150000000000006,Pleistocene,Lorenzen,Khorol
131.85,63.300000000000004,Pleistocene,Lorenzen,"Aldan R., Tanda R. mouth (Tanda)"
132.45000000000002,62,Pleistocene,Lorenzen,Churapcha
132.65,59.25,Pleistocene,RPDE,"Dyuktai Cave, layer 7a"
132.75,66,Pleistocene,Lorenzen,"Yana River headwaters, Verkhoyansk District (Sartang River, Loc.3821)"
133,42.85,Pleistocene,RPDE,Geographical Society Cave
133,62.400000000000006,Pleistocene,Lorenzen,"Khayrgas, layer 6"
133,63.400000000000006,Pleistocene,Lorenzen,Aldan
133.75,63.150000000000006,Pleistocene,Lorenzen,Ikhine 2
134,63,Pleistocene,Lorenzen,"Aldan R., Mamontova Gora"
134.1,62.900000000000006,Pleistocene,Lorenzen,"Aldan R., Mamontova Gora"
134.15,62.900000000000006,Pleistocene,Lorenzen,"Aldan R., Mamontova Gora"
134.25,70.5,Pleistocene,Lorenzen,Kular
134.5,62.800000000000004,Pleistocene,Lorenzen,Aldan R. near Krest-Khaldzhay vill.
135,69,Pleistocene,Lorenzen,Yana
135.35,70.10000000000001,Pleistocene,Lorenzen,Mus-Khaya
135.4,70.65,Pleistocene,RPDE,Yana RHS
135.4,70.7,Pleistocene,Lorenzen,"Yana, Mus-Khaya"
135.6,75.35000000000001,Holocene,Lorenzen,Novosibirsk Islands
135.85,75.65,Pleistocene,Lorenzen,Belkovsky Island
136,71,Pleistocene,Lorenzen,Yana R. downstream
136.20000000000002,70.75,Pleistocene,Lorenzen,"Kazachye, near the village"
138,75,Pleistocene,Lorenzen,Kotelny Island
138.45000000000002,74.75,Holocene,Lorenzen,Novosibirsk Islands
139.75,72.35000000000001,Pleistocene,Lorenzen,Shirokostan Peninsula
140,75.3,Pleistocene,Lorenzen,Kotelny Island
140.35,74.25,Pleistocene,Lorenzen,Novosibirsk Islands
141.1,72.85000000000001,Pleistocene,Lorenzen,Duvanny Yar
141.3,73.35000000000001,Pleistocene,Lorenzen,"Novosibirsk Islands, Zimovye R., Siberia"
141.35,73.3,Pleistocene,Lorenzen,"Bol. Lyakhovskiy Isl., New Siberian Islands"
141.35,73.35000000000001,Pleistocene,Lorenzen,Bolshoy Lyakhovsky Island
141.65,72.7,Pleistocene,Lorenzen,Logata River
142.4,67.95,Pleistocene,Lorenzen,Selennyakh
142.5,72.10000000000001,Pleistocene,Lorenzen,"Shirokostan Peninsula., 10 km N of Nerpichiy Cape"
142.9,70.7,Pleistocene,Lorenzen,"Khroma River, Loc. 4012 (OK) = 737 (TB)"
143.15,71.15,Pleistocene,Lorenzen,"Yana-Indigirka lowland, Siberia"
144,75.25,Pleistocene,Lorenzen,Faddeevsky Island
144,75.5,Pleistocene,Lorenzen,Faddeevsky Island
144.05,70.5,Pleistocene,RPDE,Berelekh River
146.6,68.2,Pleistocene,Lorenzen,Badyarikha
146.75,67.65,Pleistocene,Lorenzen,Orto-Tirekhtyakh.R.
146.85,69.3,Pleistocene,Lorenzen,"Indigirka, right bank"
147.05,68.60000000000001,Pleistocene,Lorenzen,"Tirekhtyakh, Indigirka River"
147.1,68.5,Pleistocene,Lorenzen,"Tirekhtyakh, Indigirka River"
147.1,68.60000000000001,Pleistocene,Lorenzen,Terekhtyakh River
147.4,70.55,Pleistocene,Lorenzen,Indigirka
147.6,69.85000000000001,Pleistocene,Lorenzen,Indigirka River
147.6,70.60000000000001,Pleistocene,Lorenzen,"A.-Allaikha, ANV-II site"
148.15,62.75,Pleistocene,Lorenzen,"Kirgilyakh Baby Mammoth site, Magadan Region"
148.65,69.2,Pleistocene,Lorenzen,Indigirka
148.9,66.9,Pleistocene,Lorenzen,Doyda R.
149.05,70.55,Pleistocene,RPDE,Berelekh River
149.70000000000002,70.55,Pleistocene,Lorenzen,Indigirka
150.3,62.45,Pleistocene,Lorenzen,Srednekan River
150.3,65.9,Pleistocene,Lorenzen,Sa-Sabanyt R. (left lower Zyryanka)
150.3,71.2,Pleistocene,Lorenzen,Shandrin River
151.65,66.2,Pleistocene,Lorenzen,Irelyakh R.
152,66,Pleistocene,Lorenzen,"Kolyma lowland, Siberia"
152.3,70.4,Pleistocene,Lorenzen,Sundrun
153.45000000000002,71.15,Pleistocene,Lorenzen,Bolshoi Khomus-Yuriakh River
153.5,70.05,Pleistocene,Lorenzen,"Kolyma lowland, Bol. Khomus-Yuryakh R., Siberia"
153.5,71.15,Pleistocene,Lorenzen,"Loc. 88LB, Left bank of the Bolshoi Khomus-Yuriakh River"
154.70000000000002,69.3,Pleistocene,Lorenzen,"Alazeya, Sergeev Ruchey"
154.95000000000002,69.35000000000001,Pleistocene,Lorenzen,"Omoloy R., Yana Lowland"
155,69.4,Pleistocene,Lorenzen,Alazeya R.
156,69.05,Pleistocene,Lorenzen,Bolshaya Chukochya River
156.8,70.5,Pleistocene,Lorenzen,Kuropatochya Bol.  R.
157.65,68.2,Pleistocene,Lorenzen,Kolyma River
157.65,69.75,Pleistocene,Lorenzen,"Chukochya Bol. R., Loc. N 39"
158.25,68.65,Pleistocene,Lorenzen,"Yakutia, Kolyma"
158.3,68.45,Pleistocene,Lorenzen,Kirgilyakh River
158.70000000000002,68.7,Pleistocene,Lorenzen,Ust'-Omolon
158.9,70.55,Pleistocene & Holocene,Lorenzen,"Sibiria, Yakutien"
159,55,Pleistocene,Lorenzen,"Kamchatka River, Polovinka"
159.15,68.65,Pleistocene,Lorenzen,Duvannyy Yar
160.8,67.60000000000001,Pleistocene,Lorenzen,Khetachan Creek mine
161.10000000000002,59.7,Pleistocene,Lorenzen,Galgan I archeological site. NW of Kamchatka Peninsula
161.5,68.35000000000001,Pleistocene,Lorenzen,Maly Anui River
161.65,68.7,Pleistocene,Lorenzen,Drevniy Gold Field
161.65,68.75,Pleistocene,Lorenzen,Cherskiy Town
161.70000000000002,68.3,Pleistocene,Lorenzen,Krasivoye
161.9,68.25,Pleistocene,Lorenzen,Molotkovskiy Kamen'
162.15,68,Pleistocene,Lorenzen,Maly Anui River
164.8,69.60000000000001,Pleistocene,Lorenzen,Keinguveem River
166.5,69.2,Pleistocene,Lorenzen,"Rauchua R., lower course, Rauchua"
170,66.3,Pleistocene,Lorenzen,Chukotskiy Nos Cape
171,65,Pleistocene,Lorenzen,Mayn River
171.20000000000002,64.75,Pleistocene,Lorenzen,Main Yar
172.8,65.10000000000001,Pleistocene,Lorenzen,"Anadyr' Region, Otrozhniy Mine"
176,65,Pleistocene,Lorenzen,"Anadyr' Lowland, Anadyr'"
179.45000000000002,71.25,Pleistocene,Lorenzen,Wrangel Island
181,71,Pleistocene,Lorenzen,Wrangel Island
